OrderDetailID,OrderID,ProductID,Quantity,UnitPrice,Discount
357,O00000143,P06031,3,361.59,54.24
358,O00000144,P07208,1,1727.79,0.0
359,O00000144,P08038,1,1703.46,0.0
360,O00000144,P09187,1,1582.32,79.12
361,O00000144,P07492,1,578.53,0.0
362,O00000145,P08716,1,1423.32,0.0
363,O00000145,P07406,1,408.68,0.0
364,O00000145,P08759,3,348.25,104.48
365,O00000145,P07420,1,622.25,62.23
366,O00000146,P02515,1,812.92,0.0
367,O00000146,P04560,2,323.17,64.63
368,O00000146,P02002,1,552.76,27.64
369,O00000146,P04955,3,571.91,171.57
370,O00000147,P05460,1,1081.58,0.0
371,O00000147,P04370,3,168.84,0.0
372,O00000147,P03911,2,122.76,0.0
373,O00000147,P04872,3,1650.77,495.23
374,O00000148,P01272,2,668.76,0.0
375,O00000149,P05734,1,1493.91,0.0
376,O00000149,P09420,2,102.52,10.25
377,O00000149,P03409,1,548.04,54.8
378,O00000149,P09926,1,588.49,58.85
379,O00000150,P00141,1,746.87,37.34
380,O00000150,P02384,1,1029.07,51.45
381,O00000151,P04512,3,873.9,262.17
382,O00000151,P08680,2,704.43,0.0
383,O00000152,P07770,1,112.92,5.65
384,O00000152,P08262,1,330.68,16.53
385,O00000152,P09002,1,1790.08,0.0
386,O00000152,P09946,1,1176.47,117.65
387,O00000153,P07522,3,999.76,0.0
388,O00000154,P06684,1,401.67,40.17
389,O00000154,P05038,1,1883.65,0.0
390,O00000154,P07963,3,967.63,145.14
391,O00000155,P06403,2,1536.43,307.29
392,O00000156,P07101,2,1741.48,0.0
393,O00000157,P02344,1,1225.76,0.0
394,O00000157,P05000,2,1900.47,190.05
395,O00000157,P06936,3,1209.92,0.0
396,O00000158,P08878,1,188.97,0.0
397,O00000158,P01326,3,526.53,157.96
398,O00000159,P02346,2,1965.63,393.13
399,O00000159,P00419,3,1284.18,385.25
400,O00000159,P08823,2,1601.47,0.0
401,O00000160,P05002,2,1171.42,0.0
402,O00000160,P05356,2,423.56,84.71
403,O00000160,P03085,2,1047.22,209.44
404,O00000161,P08320,2,1452.68,145.27
405,O00000161,P02894,1,1964.59,196.46
406,O00000161,P01896,1,524.26,52.43
407,O00000161,P04215,3,1692.11,0.0
408,O00000162,P08524,2,1080.33,216.07
409,O00000162,P08181,3,109.84,32.95
410,O00000162,P07456,1,886.95,88.7
411,O00000163,P08558,2,960.26,0.0
412,O00000163,P07643,1,652.35,65.23
413,O00000163,P08927,2,270.53,0.0
414,O00000163,P04354,1,1315.11,0.0
415,O00000164,P01390,2,1857.38,371.48
416,O00000164,P02788,3,506.37,0.0
417,O00000164,P03571,3,1289.75,0.0
418,O00000165,P06200,3,803.59,0.0
419,O00000166,P02769,1,1108.88,0.0
420,O00000167,P04396,2,1583.43,316.69
421,O00000167,P01540,1,378.98,18.95
422,O00000167,P06815,3,1242.32,372.7
423,O00000168,P03952,3,787.28,236.18
424,O00000168,P09153,1,1806.54,90.33
425,O00000169,P01354,2,238.89,0.0
426,O00000169,P05844,3,1826.48,0.0
427,O00000169,P08280,2,1873.54,0.0
428,O00000170,P00106,2,74.21,7.42
429,O00000171,P08869,2,1733.7,346.74
430,O00000171,P03427,3,1646.06,493.82
431,O00000171,P00986,2,103.01,0.0
432,O00000172,P08341,1,1187.19,0.0
433,O00000172,P05082,1,626.52,62.65
434,O00000172,P06990,3,613.62,0.0
435,O00000173,P07882,2,891.84,0.0
436,O00000173,P08713,2,328.05,32.8
437,O00000174,P02207,3,1033.07,154.96
438,O00000174,P02146,3,378.31,0.0
439,O00000175,P01939,3,1935.23,290.28
440,O00000175,P07621,3,1588.55,0.0
441,O00000176,P08460,3,1799.77,539.93
442,O00000176,P04497,3,1187.68,0.0
443,O00000177,P09768,3,775.01,232.5
444,O00000177,P08079,2,1608.89,321.78
445,O00000178,P02462,1,991.05,49.55
446,O00000178,P03639,3,1682.06,0.0
447,O00000178,P04894,2,1724.55,172.46
448,O00000178,P01155,3,1307.49,196.12
449,O00000179,P06784,2,895.29,0.0
450,O00000180,P03003,1,1192.92,59.65
451,O00000181,P09774,1,846.73,0.0
452,O00000181,P03950,2,602.86,120.57
453,O00000181,P09579,2,1832.76,183.28
454,O00000182,P09569,1,146.22,0.0
455,O00000182,P00306,3,1370.33,205.55
456,O00000182,P05762,1,1462.79,0.0
457,O00000182,P03671,2,231.53,46.31
458,O00000183,P07247,1,718.52,35.93
459,O00000183,P04798,3,1657.91,248.69
460,O00000183,P03815,2,302.55,30.26
461,O00000183,P00060,1,1631.74,163.17
462,O00000184,P03488,3,416.91,125.07
463,O00000184,P09157,3,1675.25,251.29
464,O00000184,P02583,3,1132.22,0.0
465,O00000184,P03332,1,1964.64,0.0
466,O00000185,P04425,1,439.96,0.0
467,O00000185,P05896,3,1135.15,340.55
468,O00000185,P09269,3,151.11,0.0
469,O00000186,P07376,1,1468.1,0.0
470,O00000186,P01417,2,1126.2,112.62
471,O00000186,P02329,1,1200.14,120.01
472,O00000186,P00615,3,198.28,29.74
473,O00000187,P09426,3,1730.96,259.64
474,O00000187,P07263,2,1780.56,0.0
475,O00000187,P04911,2,1873.35,187.34
476,O00000187,P06937,3,1435.01,0.0
477,O00000188,P06684,2,401.67,0.0
478,O00000188,P09182,3,1472.62,0.0
479,O00000188,P02116,3,362.35,108.71
480,O00000188,P01744,1,1225.0,122.5
481,O00000189,P00877,2,293.02,29.3
482,O00000190,P04376,3,483.84,0.0
483,O00000190,P04946,3,392.75,0.0
484,O00000190,P08744,3,1766.61,0.0
485,O00000190,P01414,3,1476.29,221.44
486,O00000191,P07153,3,1587.81,238.17
487,O00000191,P07273,3,1792.34,268.85
488,O00000191,P08332,3,783.01,117.45
489,O00000191,P02041,3,367.71,110.31
490,O00000192,P01092,2,1939.89,0.0
491,O00000192,P08367,3,1384.78,415.43
492,O00000192,P03747,2,1804.64,360.93
493,O00000193,P09001,2,666.73,66.67
494,O00000193,P01382,1,680.9,34.05
495,O00000193,P00388,1,1683.96,84.2
496,O00000193,P09087,3,896.91,0.0
497,O00000194,P09512,3,1470.99,220.65
498,O00000194,P07944,3,1687.27,253.09
499,O00000195,P09293,1,148.94,0.0
500,O00000195,P09198,3,55.16,0.0
501,O00000196,P06395,1,311.3,0.0
502,O00000196,P04460,2,617.35,123.47
503,O00000197,P06311,3,521.26,0.0
504,O00000197,P03509,1,1868.79,0.0
505,O00000197,P08374,3,739.06,0.0
506,O00000198,P09641,2,1147.72,0.0
507,O00000198,P01614,3,593.8,89.07
508,O00000198,P07315,1,1485.4,0.0
509,O00000198,P05039,2,1367.13,0.0
510,O00000199,P01887,1,916.99,91.7
511,O00000199,P07624,2,1129.59,0.0
512,O00000199,P02607,1,525.32,26.27
513,O00000199,P02950,1,1886.01,188.6
514,O00000200,P02445,2,1092.98,0.0
515,O00000200,P01395,1,1745.86,174.59
516,O00000200,P02610,2,458.67,45.87
517,O00000201,P02108,2,20.03,0.0
518,O00000201,P04458,1,666.99,33.35
519,O00000201,P07026,2,1892.74,0.0
520,O00000201,P09315,2,1483.08,148.31
521,O00000202,P03290,3,661.12,99.17
522,O00000202,P01852,3,90.76,0.0
523,O00000202,P06227,1,701.12,0.0
524,O00000203,P03149,3,868.08,0.0
525,O00000203,P03899,3,918.44,137.77
526,O00000203,P09413,2,548.26,0.0
527,O00000204,P04157,2,300.55,60.11
528,O00000204,P02350,3,1530.3,0.0
529,O00000204,P05400,1,1547.4,0.0
530,O00000205,P08321,1,1741.33,0.0
531,O00000206,P05813,3,754.01,0.0
532,O00000207,P05938,2,1893.05,0.0
533,O00000208,P07778,3,346.19,51.93
534,O00000208,P03886,3,582.59,0.0
535,O00000208,P04712,2,1950.15,195.02
536,O00000208,P03417,1,415.82,0.0
537,O00000209,P03237,3,1326.88,0.0
538,O00000210,P08200,2,907.39,0.0
539,O00000210,P04888,1,1966.65,196.67
540,O00000210,P08910,2,1501.54,300.31
541,O00000211,P01990,1,1494.25,0.0
542,O00000211,P02572,3,1977.1,593.13
543,O00000211,P08218,3,655.48,0.0
544,O00000212,P03446,3,186.75,56.03
545,O00000212,P04568,3,1250.76,375.23
546,O00000212,P05558,1,1818.68,0.0
547,O00000212,P05616,2,217.06,21.71
548,O00000213,P07487,3,343.04,0.0
549,O00000213,P08662,1,1197.49,0.0
550,O00000213,P06127,1,1542.74,0.0
551,O00000213,P07052,3,1659.44,0.0
552,O00000214,P09176,1,690.79,0.0
553,O00000214,P00861,1,158.56,0.0
554,O00000214,P02474,3,568.32,85.25
555,O00000214,P01757,1,915.48,45.77
556,O00000215,P08637,2,1179.3,117.93
557,O00000215,P05660,2,39.71,0.0
558,O00000216,P06665,1,1237.18,61.86
559,O00000216,P08154,3,423.76,127.13
560,O00000216,P09197,3,433.09,64.96
561,O00000216,P09627,3,1363.71,409.11
562,O00000217,P09413,1,548.26,0.0
563,O00000217,P06371,2,1527.5,0.0
564,O00000217,P05200,2,615.81,0.0
565,O00000217,P02451,3,1642.04,492.61
566,O00000218,P06660,2,534.99,0.0
567,O00000218,P08430,2,1809.94,180.99
568,O00000219,P08672,1,711.43,0.0
569,O00000220,P00734,1,597.44,0.0
570,O00000221,P01191,2,959.23,0.0
571,O00000221,P01147,3,1839.78,275.97
572,O00000222,P00469,2,1032.33,103.23
573,O00000222,P05790,2,1744.59,348.92
574,O00000222,P00355,2,18.42,0.0
575,O00000223,P06716,2,1923.02,384.6
576,O00000223,P02151,1,1955.33,0.0
577,O00000223,P08099,3,1921.1,0.0
578,O00000224,P04261,2,1739.53,0.0
579,O00000224,P00023,1,1521.73,76.09
580,O00000224,P02763,1,1286.02,128.6
581,O00000224,P06651,3,1413.99,0.0
582,O00000225,P05706,2,1788.95,0.0
583,O00000225,P01678,3,1193.16,178.97
584,O00000225,P04675,1,1430.96,0.0
585,O00000225,P04810,3,1734.74,520.42
586,O00000226,P00433,1,1844.18,184.42
587,O00000227,P07455,3,717.26,215.18
588,O00000227,P02868,2,496.13,0.0
589,O00000228,P07967,1,548.77,0.0
590,O00000228,P09185,3,1936.41,290.46
591,O00000228,P07030,3,1721.84,258.28
592,O00000228,P09039,1,1204.77,120.48
593,O00000229,P00831,1,364.07,0.0
594,O00000229,P08811,3,1202.0,180.3
595,O00000230,P08506,2,645.8,129.16
596,O00000230,P02072,3,1847.04,0.0
597,O00000230,P07796,3,1841.63,0.0
598,O00000231,P01735,2,964.16,192.83
599,O00000231,P07975,3,958.05,287.41
600,O00000231,P00513,1,1291.08,0.0
601,O00000231,P05718,3,1133.98,0.0
602,O00000232,P00397,3,1472.38,0.0
603,O00000233,P05074,1,257.05,0.0
604,O00000233,P06500,3,704.3,105.64
605,O00000233,P09752,3,1614.24,0.0
606,O00000234,P08069,3,1098.48,329.54
607,O00000234,P02976,1,1479.24,73.96
608,O00000235,P04716,2,440.32,0.0
609,O00000235,P03918,3,287.76,0.0
610,O00000235,P06685,3,1896.39,284.46
611,O00000236,P08502,2,1582.2,0.0
612,O00000236,P00144,3,1773.83,266.07
613,O00000236,P09792,2,267.57,53.51
614,O00000236,P09139,1,119.4,5.97
615,O00000237,P07795,1,753.27,37.66
616,O00000237,P07858,1,165.71,0.0
617,O00000237,P05910,1,1024.74,51.24
618,O00000237,P05838,1,1911.01,191.1
619,O00000238,P08318,1,776.2,0.0
620,O00000239,P08017,1,380.49,0.0
621,O00000239,P09271,2,1408.2,281.64
622,O00000240,P05887,3,899.2,0.0
623,O00000240,P00591,3,963.73,144.56
624,O00000240,P01154,2,1389.2,0.0
625,O00000241,P06359,3,1249.47,0.0
626,O00000241,P07159,3,1203.24,360.97
627,O00000242,P00789,1,746.99,0.0
628,O00000242,P01232,2,481.42,48.14
629,O00000243,P06455,1,805.67,80.57
630,O00000243,P07340,3,1299.85,0.0
631,O00000243,P03395,2,514.33,0.0
632,O00000244,P07618,2,153.62,30.72
633,O00000244,P03728,2,457.88,91.58
634,O00000244,P02839,3,882.87,0.0
635,O00000244,P03818,2,1309.6,130.96
636,O00000245,P08550,2,1083.92,216.78
637,O00000245,P07080,3,307.63,0.0
638,O00000245,P07254,2,1751.1,350.22
639,O00000246,P04630,3,694.93,0.0
640,O00000246,P05894,3,188.84,56.65
641,O00000247,P00105,2,1925.14,385.03
642,O00000248,P04498,2,1674.82,0.0
643,O00000248,P06164,2,1042.28,208.46
644,O00000248,P06487,3,1121.81,336.54
645,O00000248,P02155,3,1689.18,506.75
646,O00000249,P06004,1,1161.46,0.0
647,O00000250,P04692,2,226.98,45.4
648,O00000250,P02086,1,1388.08,0.0
